CustomerID,Age,Age_Scaled,Gender_Encoded,MS_Divorced,MS_Married,MS_Single,MS_Widowed,IncomeLevel_Ordinal,AG_18–29,AG_30–44,AG_45–59,AG_60–69
830,46,0.1793932402098607,0,0,1,0,0,2,0,0,1,0
831,42,-0.08316547213534368,1,0,0,1,0,2,0,1,0,0
832,36,-0.47700354065315026,1,0,1,0,0,2,0,1,0,0
833,21,-1.4615987119476666,1,0,0,0,1,0,1,0,0,0
834,62,1.2296280895906782,1,0,0,0,1,0,0,0,0,1
835,37,-0.41136386256684915,0,0,0,1,0,0,0,1,0,0
836,63,1.2952677676769793,0,1,0,0,0,1,0,0,0,1
837,18,-1.6585177462065699,1,0,0,1,0,1,1,0,0,0
838,28,-1.002120965343559,0,0,0,1,0,2,1,0,0,0
839,21,-1.4615987119476666,0,0,0,1,0,0,1,0,0,0
840,24,-1.2646796776887634,1,0,0,1,0,1,1,0,0,0
841,45,0.1137535621235596,0,0,0,0,1,0,0,0,1,0
842,53,0.6388709868139684,0,1,0,0,0,1,0,0,1,0
843,24,-1.2646796776887634,1,0,1,0,0,0,1,0,0,0
844,37,-0.41136386256684915,0,1,0,0,0,1,0,1,0,0
845,52,0.5732313087276673,0,1,0,0,0,1,0,0,1,0
846,68,1.6234661581084848,0,0,0,1,0,1,0,0,0,1
847,68,1.6234661581084848,1,1,0,0,0,1,0,0,0,1
848,56,0.8357900210728716,1,0,0,1,0,2,0,0,1,0
849,38,-0.34572418448054804,0,0,1,0,0,0,0,1,0,0
850,61,1.163988411504377,1,0,0,1,0,1,0,0,0,1
851,18,-1.6585177462065699,0,0,1,0,0,1,1,0,0,0
852,54,0.7045106649002695,1,1,0,0,0,0,0,0,1,0
853,63,1.2952677676769793,0,0,0,1,0,1,0,0,0,1
854,59,1.0327090553317748,1,0,0,0,1,1,0,0,1,0
855,20,-1.5272383900339677,0,0,1,0,0,0,1,0,0,0
856,51,0.5075916306413661,0,1,0,0,0,2,0,0,1,0
857,30,-0.8708416091709568,1,0,1,0,0,2,0,1,0,0
858,33,-0.6739225749120535,0,0,0,1,0,1,0,1,0,0
859,51,0.5075916306413661,0,0,0,0,1,2,0,0,1,0
860,41,-0.14880515022164478,1,0,1,0,0,2,0,1,0,0
861,30,-0.8708416091709568,1,0,1,0,0,1,0,1,0,0
862,23,-1.3303193557750645,0,0,1,0,0,1,1,0,0,0
863,56,0.8357900210728716,0,1,0,0,0,2,0,0,1,0
864,19,-1.5928780681202688,0,0,0,0,1,1,1,0,0,0
865,28,-1.002120965343559,1,0,0,0,1,1,1,0,0,0
866,24,-1.2646796776887634,1,0,0,0,1,2,1,0,0,0
867,24,-1.2646796776887634,0,0,1,0,0,0,1,0,0,0
868,56,0.8357900210728716,0,0,1,0,0,2,0,0,1,0
869,56,0.8357900210728716,0,0,1,0,0,2,0,0,1,0
870,29,-0.9364812872572579,0,0,1,0,0,2,1,0,0,0
871,68,1.6234661581084848,1,0,0,1,0,1,0,0,0,1
872,39,-0.280084506394247,0,0,0,1,0,2,0,1,0,0
873,68,1.6234661581084848,0,1,0,0,0,1,0,0,0,1
874,68,1.6234661581084848,1,0,1,0,0,0,0,0,0,1
875,69,1.689105836194786,1,1,0,0,0,2,0,0,0,1
876,20,-1.5272383900339677,1,0,0,0,1,0,1,0,0,0
877,30,-0.8708416091709568,1,0,1,0,0,2,0,1,0,0
878,47,0.24503291829616178,0,0,0,1,0,1,0,0,1,0
879,27,-1.06776064342986,0,0,1,0,0,0,1,0,0,0
880,69,1.689105836194786,1,0,0,0,1,2,0,0,0,1
881,26,-1.1334003215161612,1,1,0,0,0,0,1,0,0,0
882,23,-1.3303193557750645,0,0,1,0,0,1,1,0,0,0
883,61,1.163988411504377,0,0,0,1,0,1,0,0,0,1
884,19,-1.5928780681202688,0,0,0,0,1,2,1,0,0,0
885,61,1.163988411504377,1,0,0,0,1,2,0,0,0,1
886,33,-0.6739225749120535,1,1,0,0,0,0,0,1,0,0
887,30,-0.8708416091709568,1,0,1,0,0,1,0,1,0,0
888,65,1.4265471238495815,0,0,0,1,0,1,0,0,0,1
889,30,-0.8708416091709568,0,0,1,0,0,2,0,1,0,0
890,39,-0.280084506394247,0,0,0,1,0,1,0,1,0,0
891,36,-0.47700354065315026,1,1,0,0,0,1,0,1,0,0
892,43,-0.01752579404904259,1,0,0,0,1,1,0,1,0,0
893,31,-0.8052019310846557,0,1,0,0,0,0,0,1,0,0
894,48,0.31067259638246286,0,0,0,0,1,0,0,0,1,0
895,46,0.1793932402098607,1,0,1,0,0,0,0,0,1,0
896,62,1.2296280895906782,1,0,0,0,1,1,0,0,0,1
897,59,1.0327090553317748,1,0,0,1,0,2,0,0,1,0
898,39,-0.280084506394247,0,1,0,0,0,2,0,1,0,0
899,24,-1.2646796776887634,0,0,0,0,1,2,1,0,0,0
900,54,0.7045106649002695,1,0,0,0,1,0,0,0,1,0
901,66,1.4921868019358826,0,0,1,0,0,1,0,0,0,1
902,58,0.9670693772454738,1,0,1,0,0,0,0,0,1,0
903,44,0.048113884037258504,0,0,1,0,0,0,0,1,0,0
904,48,0.31067259638246286,0,0,0,1,0,2,0,0,1,0
905,23,-1.3303193557750645,0,0,1,0,0,2,1,0,0,0
906,33,-0.6739225749120535,1,0,0,0,1,1,0,1,0,0
907,55,0.7701503429865705,0,0,0,1,0,0,0,0,1,0
908,55,0.7701503429865705,1,0,1,0,0,1,0,0,1,0
909,67,1.5578264800221837,0,0,0,0,1,0,0,0,0,1
910,49,0.376312274468764,1,0,0,1,0,1,0,0,1,0
911,50,0.4419519525550651,1,0,0,0,1,0,0,0,1,0
912,66,1.4921868019358826,1,0,1,0,0,1,0,0,0,1
913,34,-0.6082828968257524,1,0,1,0,0,0,0,1,0,0
914,50,0.4419519525550651,1,0,0,1,0,0,0,0,1,0
915,28,-1.002120965343559,0,1,0,0,0,2,1,0,0,0
916,30,-0.8708416091709568,0,0,0,0,1,0,0,1,0,0
917,47,0.24503291829616178,1,0,0,0,1,2,0,0,1,0
918,18,-1.6585177462065699,1,1,0,0,0,1,1,0,0,0
919,47,0.24503291829616178,1,1,0,0,0,2,0,0,1,0
920,44,0.048113884037258504,0,0,0,0,1,0,0,1,0,0
921,57,0.9014296991591727,1,0,0,1,0,2,0,0,1,0
922,40,-0.21444482830794587,0,1,0,0,0,2,0,1,0,0
923,37,-0.41136386256684915,1,0,1,0,0,1,0,1,0,0
924,23,-1.3303193557750645,0,0,0,1,0,2,1,0,0,0
925,54,0.7045106649002695,1,1,0,0,0,1,0,0,1,0
926,37,-0.41136386256684915,0,0,1,0,0,1,0,1,0,0
927,54,0.7045106649002695,0,0,1,0,0,2,0,0,1,0
928,23,-1.3303193557750645,1,0,0,0,1,0,1,0,0,0
929,46,0.1793932402098607,1,0,0,1,0,1,0,0,1,0
930,30,-0.8708416091709568,1,1,0,0,0,2,0,1,0,0
931,44,0.048113884037258504,1,0,1,0,0,1,0,1,0,0
932,67,1.5578264800221837,0,0,0,0,1,2,0,0,0,1
933,37,-0.41136386256684915,0,1,0,0,0,2,0,1,0,0
934,30,-0.8708416091709568,0,0,1,0,0,0,0,1,0,0
935,56,0.8357900210728716,0,0,0,0,1,2,0,0,1,0
936,25,-1.1990399996024623,0,0,1,0,0,1,1,0,0,0
937,34,-0.6082828968257524,0,0,0,0,1,1,0,1,0,0
938,47,0.24503291829616178,1,0,0,0,1,0,0,0,1,0
939,18,-1.6585177462065699,0,0,0,1,0,1,1,0,0,0
940,41,-0.14880515022164478,0,1,0,0,0,0,0,1,0,0
941,33,-0.6739225749120535,0,0,0,0,1,2,0,1,0,0
942,28,-1.002120965343559,1,0,1,0,0,2,1,0,0,0
943,21,-1.4615987119476666,0,1,0,0,0,2,1,0,0,0
944,21,-1.4615987119476666,1,1,0,0,0,0,1,0,0,0
945,34,-0.6082828968257524,0,1,0,0,0,1,0,1,0,0
946,66,1.4921868019358826,0,0,0,1,0,1,0,0,0,1
947,27,-1.06776064342986,1,0,0,0,1,2,1,0,0,0
948,38,-0.34572418448054804,0,0,0,0,1,1,0,1,0,0
949,55,0.7701503429865705,0,0,0,0,1,0,0,0,1,0
950,66,1.4921868019358826,1,0,0,0,1,0,0,0,0,1
951,35,-0.5426432187394513,1,0,1,0,0,0,0,1,0,0
952,27,-1.06776064342986,0,0,0,0,1,0,1,0,0,0
953,62,1.2296280895906782,0,1,0,0,0,1,0,0,0,1
954,33,-0.6739225749120535,1,0,0,0,1,0,0,1,0,0
955,56,0.8357900210728716,1,0,0,0,1,1,0,0,1,0
956,32,-0.7395622529983547,1,0,0,0,1,2,0,1,0,0
957,51,0.5075916306413661,1,0,0,0,1,1,0,0,1,0
958,22,-1.3959590338613654,0,0,0,1,0,0,1,0,0,0
959,34,-0.6082828968257524,0,1,0,0,0,1,0,1,0,0
960,54,0.7045106649002695,1,0,0,1,0,2,0,0,1,0
961,25,-1.1990399996024623,0,1,0,0,0,2,1,0,0,0
962,41,-0.14880515022164478,1,0,0,0,1,2,0,1,0,0
963,45,0.1137535621235596,1,0,0,0,1,1,0,0,1,0
964,64,1.3609074457632804,0,1,0,0,0,0,0,0,0,1
965,25,-1.1990399996024623,1,1,0,0,0,0,1,0,0,0
966,40,-0.21444482830794587,1,0,0,1,0,1,0,1,0,0
967,52,0.5732313087276673,0,0,0,1,0,0,0,0,1,0
968,48,0.31067259638246286,0,0,1,0,0,0,0,0,1,0
969,34,-0.6082828968257524,1,0,1,0,0,1,0,1,0,0
970,45,0.1137535621235596,0,0,0,1,0,2,0,0,1,0
971,65,1.4265471238495815,0,0,1,0,0,0,0,0,0,1
972,65,1.4265471238495815,0,0,0,1,0,2,0,0,0,1
973,68,1.6234661581084848,0,0,0,1,0,0,0,0,0,1
974,29,-0.9364812872572579,0,0,0,1,0,2,1,0,0,0
975,41,-0.14880515022164478,0,0,1,0,0,2,0,1,0,0
976,32,-0.7395622529983547,1,1,0,0,0,0,0,1,0,0
977,57,0.9014296991591727,0,0,0,0,1,0,0,0,1,0
978,48,0.31067259638246286,1,0,1,0,0,1,0,0,1,0
979,44,0.048113884037258504,1,0,0,0,1,0,0,1,0,0
980,52,0.5732313087276673,1,0,0,0,1,0,0,0,1,0
981,35,-0.5426432187394513,0,1,0,0,0,1,0,1,0,0
982,53,0.6388709868139684,0,0,1,0,0,2,0,0,1,0
983,25,-1.1990399996024623,1,0,0,0,1,1,1,0,0,0
984,63,1.2952677676769793,1,1,0,0,0,2,0,0,0,1
985,66,1.4921868019358826,1,1,0,0,0,1,0,0,0,1
986,55,0.7701503429865705,1,0,0,1,0,0,0,0,1,0
987,22,-1.3959590338613654,0,0,1,0,0,0,1,0,0,0
988,31,-0.8052019310846557,1,0,0,0,1,2,0,1,0,0
989,55,0.7701503429865705,0,1,0,0,0,0,0,0,1,0
990,37,-0.41136386256684915,1,0,0,0,1,2,0,1,0,0
991,61,1.163988411504377,0,0,1,0,0,1,0,0,0,1
992,26,-1.1334003215161612,0,0,0,1,0,0,1,0,0,0
993,50,0.4419519525550651,1,0,0,0,1,2,0,0,1,0
994,35,-0.5426432187394513,1,0,0,1,0,1,0,1,0,0
995,23,-1.3303193557750645,1,1,0,0,0,0,1,0,0,0
996,54,0.7045106649002695,1,0,0,1,0,0,0,0,1,0
997,19,-1.5928780681202688,0,0,0,0,1,2,1,0,0,0
998,47,0.24503291829616178,0,0,1,0,0,0,0,0,1,0
999,23,-1.3303193557750645,0,0,0,0,1,2,1,0,0,0
1000,34,-0.6082828968257524,0,0,0,0,1,0,0,1,0,0
